complexity,effort,size,doc_density,maintainability,has_bug,source_dataset
2.0,1840.8,13,0.0,58.82,1,jm1
11.0,43059.58,135,0.1320754716981132,28.49,1,jm1
6.0,18080.85,49,0.0,42.15,1,jm1
6.0,34716.98,45,0.024390243902439025,41.4,1,jm1
4.0,0.0,65,0.0,59.92,1,jm1
5.0,16913.84,40,0.0,44.36,1,jm1
7.0,22476.1,59,0.2765957446808511,39.16,1,jm1
4.0,11828.05,31,0.0,47.6,1,jm1
9.0,31713.43,45,0.1,41.44,1,jm1
6.0,5030.26,31,0.125,48.95,1,jm1
2.0,5181.53,28,0.32,50.44,1,jm1
3.0,13343.0,49,0.05714285714285714,43.08,1,jm1
5.0,11464.81,30,0.045454545454545456,47.94,1,jm1
15.0,114716.17,146,0.19827586206896552,26.79,1,jm1
16.0,127774.61,127,0.027777777777777776,27.57,1,jm1
18.0,91475.26,85,0.04225352112676056,32.25,1,jm1
5.0,10568.94,28,0.0,48.69,1,jm1
4.0,0.0,21,0.0,70.62,1,jm1
23.0,76123.38,127,0.2605042016806723,27.78,1,jm1
12.0,23153.61,45,0.02857142857142857,41.94,1,jm1
3.0,4764.79,31,0.0,48.56,1,jm1
3.0,1936.26,11,0.0,61.34,1,jm1
6.0,0.0,28,0.0,67.62,1,jm1
8.0,11422.07,61,0.47058823529411764,41.3,1,jm1
2.0,241.76,12,0.0,63.78,1,jm1
6.0,0.0,20,0.0,70.81,1,jm1
3.0,6186.03,28,0.0,49.12,1,jm1
4.0,10567.04,55,0.13636363636363635,43.86,1,jm1
6.0,7916.23,38,0.14285714285714285,47.01,1,jm1
10.0,17128.1,14,0.0,55.46,1,jm1
11.0,24187.25,142,0.6545454545454545,31.87,1,jm1
3.0,6186.03,29,0.0,48.78,1,jm1
2.0,369.12,15,0.36363636363636365,61.14,1,jm1
5.0,19097.28,54,0.13157894736842105,42.22,1,jm1
6.0,0.0,105,0.0,55.1,1,jm1
3.0,1645.08,29,0.4090909090909091,51.05,1,jm1
3.0,0.0,15,0.0,73.94,1,jm1
4.0,1253.84,24,0.2631578947368421,52.91,1,jm1
4.0,1306.45,25,0.25,52.36,1,jm1
14.0,111794.23,88,0.0,32.27,1,jm1
13.0,43717.5,116,0.047619047619047616,30.24,1,jm1
5.0,21503.57,71,0.017241379310344827,37.05,1,jm1
10.0,0.0,87,0.0,56.35,1,jm1
2.0,1631.15,19,0.1,55.9,1,jm1
9.0,45774.99,99,0.1728395061728395,32.87,1,jm1
8.0,32355.38,84,0.20588235294117646,35.4,1,jm1
10.0,44979.31,77,0.2835820895522388,35.35,1,jm1
20.0,132580.53,139,0.33980582524271846,27.36,1,jm1
5.0,13396.47,37,0.07142857142857142,45.11,1,jm1
3.0,5641.32,29,0.2,48.89,1,jm1
3.0,1680.79,20,0.0,55.42,1,jm1
3.0,6283.02,31,0.18181818181818182,47.96,1,jm1
5.0,9410.28,34,0.17647058823529413,47.5,1,jm1
6.0,17443.19,62,0.0784313725490196,39.23,1,jm1
31.0,691554.81,132,0.3524590163934426,22.41,1,jm1
4.0,0.0,18,0.0,72.08,1,jm1
4.0,7845.03,68,0.2830188679245283,39.19,1,jm1
1.0,39.3,4,0.0,77.68,1,jm1
1.0,463.52,22,0.625,56.28,1,jm1
2.0,351.62,10,0.0,64.66,1,jm1
8.0,15750.5,76,0.11290322580645161,37.62,1,jm1
2.0,4017.03,20,0.0,52.88,1,jm1
2.0,4158.72,20,0.0,52.9,1,jm1
6.0,7307.05,31,0.23529411764705882,48.78,1,jm1
21.0,33300.26,89,0.0,33.75,1,jm1
9.0,35639.87,81,0.22580645161290322,35.71,1,jm1
2.0,5784.24,30,0.04,49.04,1,jm1
11.0,24093.43,47,0.0,41.81,1,jm1
27.0,213471.74,191,0.17777777777777778,21.75,1,jm1
7.0,5665.86,36,0.23076923076923078,47.18,1,jm1
12.0,5053.28,43,0.0,44.97,1,jm1
31.0,0.0,219,0.0,44.78,1,jm1
1.0,301.96,8,0.0,67.57,1,jm1
3.0,2416.5,14,0.0,57.52,1,jm1
2.0,6472.44,24,0.0,51.78,1,jm1
2.0,9370.8,24,0.0,51.27,1,jm1
2.0,7364.31,26,0.0,50.55,1,jm1
5.0,0.0,70,0.0,59.08,1,jm1
4.0,0.0,24,0.0,69.35,1,jm1
4.0,11359.14,25,0.0,49.6,1,jm1
2.0,5973.51,36,0.04,47.22,1,jm1
4.0,6645.43,29,0.20833333333333334,48.45,1,jm1
7.0,2883.89,28,0.21739130434782608,50.07,1,jm1
1.0,86.37,6,0.0,71.44,1,jm1
5.0,14235.72,40,0.12121212121212122,44.41,1,jm1
8.0,16950.73,45,0.0,43.31,1,jm1
7.0,14348.35,45,0.0,43.64,1,jm1
18.0,59009.54,160,0.21951219512195122,28.07,1,jm1
4.0,7149.9,27,0.0,49.97,1,jm1
22.0,49298.55,121,0.04672897196261682,28.4,1,jm1
2.0,352.28,12,0.0,63.6,1,jm1
2.0,314.01,26,0.14285714285714285,55.49,1,jm1
6.0,0.0,25,0.0,68.7,1,jm1
9.0,9175.89,34,0.2,46.25,1,jm1
9.0,12011.92,33,0.038461538461538464,46.53,1,jm1
10.0,97048.2,145,0.29365079365079366,27.9,1,jm1
1.0,39.3,5,0.0,75.56,1,jm1
7.0,3530.54,28,0.2,50.55,1,jm1
8.0,11543.38,46,0.14705882352941177,43.31,1,jm1
10.0,18342.91,41,0.0,43.83,1,jm1
18.0,40251.99,85,0.0273972602739726,33.46,1,jm1
16.0,48310.12,60,0.022727272727272728,38.04,1,jm1
7.0,13880.6,31,0.0,46.99,1,jm1
8.0,18526.03,39,0.0,44.24,1,jm1
6.0,9413.58,27,0.0,49.09,1,jm1
16.0,49004.57,62,0.0,37.1,1,jm1
35.0,163640.68,138,0.0,24.08,1,jm1
8.0,0.0,30,0.0,66.7,1,jm1
9.0,0.0,34,0.0,65.38,1,jm1
4.0,0.0,13,0.0,75.16,1,jm1
34.0,152114.74,26,0.09090909090909091,42.4,1,jm1
11.0,18789.41,43,0.0,41.11,1,jm1
11.0,0.0,67,0.0,58.69,1,jm1
4.0,0.0,14,0.0,74.46,1,jm1
5.0,2033.51,17,0.0,56.0,1,jm1
4.0,1691.85,31,0.36363636363636365,51.01,1,jm1
7.0,7599.79,42,0.034482758620689655,45.18,1,jm1
2.0,1713.0,19,0.0,56.2,1,jm1
3.0,2607.88,20,0.0,53.55,1,jm1
5.0,3702.36,13,0.0,58.44,1,jm1
3.0,527.7,14,0.09090909090909091,61.13,1,jm1
4.0,3434.79,20,0.0,54.62,1,jm1
25.0,139267.55,130,0.027777777777777776,26.37,1,jm1
6.0,4398.21,37,0.0,47.48,1,jm1
8.0,4764.71,24,0.2727272727272727,50.92,1,jm1
9.0,42377.72,89,0.15789473684210525,34.52,1,jm1
9.0,20327.18,28,0.0,47.43,1,jm1
11.0,31551.52,91,0.17567567567567569,33.64,1,jm1
6.0,5663.15,42,0.0,44.07,1,jm1
8.0,98758.54,74,0.0,35.57,1,jm1
4.0,4690.0,33,0.11538461538461539,48.66,1,jm1
11.0,30374.3,96,0.05063291139240506,33.39,1,jm1
1.0,38.77,6,0.0,73.0,1,jm1
3.0,678.21,9,0.0,64.9,1,jm1
7.0,5632.38,21,0.0,51.96,1,jm1
19.0,95624.29,113,0.0,28.97,1,jm1
1.0,87.17,5,0.0,73.82,1,jm1
2.0,211.89,7,0.0,69.5,1,jm1
4.0,12647.85,43,0.0,43.87,1,jm1
12.0,18164.52,63,0.09090909090909091,38.38,1,jm1
1.0,187.33,8,0.0,67.4,1,jm1
1.0,93.01,8,0.0,68.49,1,jm1
38.0,0.0,573,0.0,34.72,1,jm1
13.0,100356.31,104,0.08333333333333333,31.59,1,jm1
8.0,80523.48,77,0.047619047619047616,35.67,1,jm1
4.0,7854.69,39,0.0,45.41,1,jm1
4.0,15330.08,30,0.05,47.84,1,jm1
7.0,11575.03,79,0.33962264150943394,37.45,1,jm1
40.0,693194.02,240,0.27638190954773867,15.51,1,jm1
12.0,14512.58,86,0.0,35.9,1,jm1
15.0,12282.72,82,0.0,35.12,1,jm1
22.0,90814.72,101,0.2235294117647059,30.74,1,jm1
12.0,40908.48,55,0.023255813953488372,38.87,1,jm1
5.0,0.0,41,0.0,64.15,1,jm1
12.0,0.0,35,0.0,64.7,1,jm1
1.0,108.97,8,0.0,69.37,1,jm1
25.0,0.0,200,0.0,46.44,1,jm1
2.0,2508.86,27,0.047619047619047616,51.3,1,jm1
3.0,4323.1,32,0.0,48.65,1,jm1
7.0,0.0,41,0.0,63.88,1,jm1
16.0,0.0,165,0.0,49.48,1,jm1
4.0,3086.88,23,0.0,52.91,1,jm1
3.0,2323.84,16,0.0,57.22,1,jm1
7.0,20951.94,54,0.0,41.06,1,jm1
1.0,0.0,31,0.0,67.33,1,jm1
1.0,2717.75,15,0.0,56.97,1,jm1
1.0,629.62,7,0.0,67.75,1,jm1
12.0,0.0,31,0.0,65.85,1,jm1
24.0,61718.34,81,0.0,33.45,1,jm1
8.0,6352.21,27,0.0,49.93,1,jm1
5.0,202995.67,164,0.00684931506849315,24.86,1,jm1
2.0,59506.88,116,0.0,30.02,1,jm1
5.0,28722.62,56,0.0,39.1,1,jm1
8.0,27818.77,60,0.1,39.57,1,jm1
4.0,0.0,36,0.0,65.51,1,jm1
1.0,0.0,7,0.0,81.43,1,jm1
9.0,167499.82,184,0.08496732026143791,23.7,1,jm1
2.0,359168.94,469,0.31476997578692495,14.06,1,jm1
3.0,276879.2,242,0.10106382978723404,19.81,1,jm1
1.0,53039.56,96,0.15,32.46,1,jm1
94.0,913945.71,463,0.07962529274004684,0.47,1,jm1
5.0,209353.17,169,0.006578947368421052,24.56,1,jm1
1.0,287464.24,221,0.011627906976744186,20.81,1,jm1
22.0,0.0,95,0.0,53.9,1,jm1
4.0,73943.47,85,0.0,34.91,1,jm1
1.0,62970.12,113,0.0,30.33,1,jm1
2.0,23292.68,91,0.2923076923076923,34.52,1,jm1
3.0,2461.66,22,0.0,52.89,1,jm1
7.0,35432.13,57,0.13043478260869565,39.84,1,jm1
2.0,3079.54,22,0.0,52.93,1,jm1
2.0,2939.08,22,0.0,52.9,1,jm1
5.0,203890.96,163,0.00684931506849315,24.89,1,jm1
1.0,4016.98,166,0.00684931506849315,31.37,1,jm1
1.0,470.54,15,0.0,59.27,1,jm1
5.0,6514.48,41,0.030303030303030304,44.73,1,jm1
26.0,57612.92,61,0.16326530612244897,34.77,1,jm1
6.0,28563.14,56,0.11627906976744186,40.53,1,jm1
6.0,19975.32,55,0.19148936170212766,41.07,1,jm1
9.0,849494.97,415,0.0051813471502590676,12.35,1,jm1
2.0,7142.89,43,0.038461538461538464,44.03,1,jm1
6.0,0.0,21,0.0,70.35,1,jm1
6.0,0.0,50,0.0,62.13,1,jm1
5.0,209353.17,163,0.00684931506849315,24.9,1,jm1
5.0,212301.39,168,0.006578947368421052,24.57,1,jm1
6.0,496927.66,324,0.003472222222222222,16.07,1,jm1
5.0,207105.85,169,0.006711409395973154,24.55,1,jm1
5.0,224308.42,139,0.010101010101010102,26.18,1,jm1
23.0,879854.82,455,0.04521276595744681,10.0,1,jm1
3.0,9724.72,66,0.016129032258064516,38.11,1,jm1
3.0,53766.34,106,0.021052631578947368,31.4,1,jm1
2.0,147512.6,123,0.009433962264150943,28.59,1,jm1
7.0,146687.9,124,0.0,28.17,1,jm1
5.0,203890.96,163,0.006756756756756757,24.89,1,jm1
1.0,23753.18,77,0.0,35.21,1,jm1
2.0,1134.22,26,0.3333333333333333,53.3,1,jm1
7.0,27006.41,65,0.3673469387755102,38.68,1,jm1
6.0,15796.21,52,0.17073170731707318,42.17,1,jm1
10.0,11490.16,53,0.11764705882352941,41.31,1,jm1
5.0,3172.85,24,0.0,51.61,1,jm1
2.0,582.35,17,0.25,58.25,1,jm1
1.0,8589.6,45,0.15151515151515152,43.6,1,jm1
3.0,10157.26,38,0.038461538461538464,44.88,1,jm1
3.0,0.0,57,0.0,61.29,1,jm1
3.0,61634.6,152,0.3333333333333333,27.86,1,jm1
7.0,5442.89,34,0.08695652173913043,47.21,1,jm1
1.0,0.0,14,0.0,74.86,1,jm1
4.0,22384.84,55,0.1282051282051282,40.92,1,jm1
5.0,10621.32,42,0.1875,44.81,1,jm1
4.0,2948.03,35,0.11538461538461539,48.49,1,jm1
4.0,9145.48,36,0.1935483870967742,46.96,1,jm1
18.0,62875.51,117,0.1348314606741573,29.69,1,jm1
3.0,966.96,13,0.0,60.81,1,jm1
1.0,58.95,4,0.0,77.68,1,jm1
4.0,14895.77,30,0.0,47.22,1,jm1
2.0,540.42,17,0.25,58.53,1,jm1
3.0,1170.6,19,0.25,56.34,1,jm1
3.0,2031.02,13,0.0,58.91,1,jm1
1.0,139.52,6,0.0,71.21,1,jm1
1.0,0.0,8,0.0,80.17,1,jm1
1.0,980.99,11,0.0,63.08,1,jm1
2.0,642.29,18,0.25,57.82,1,jm1
11.0,44336.48,67,0.11538461538461539,37.21,1,jm1
1.0,84.22,4,0.0,77.27,1,jm1
9.0,43974.79,70,0.11475409836065574,37.09,1,jm1
5.0,3350.3,32,0.0,49.12,1,jm1
5.0,1203.32,20,0.0,55.26,1,jm1
4.0,956.47,14,0.0,59.64,1,jm1
7.0,34163.18,70,0.08771929824561403,37.6,1,jm1
6.0,9565.99,37,0.0,46.17,1,jm1
14.0,44461.2,88,0.012345679012345678,32.57,1,jm1
5.0,28345.28,95,0.47619047619047616,34.96,1,jm1
28.0,226792.97,186,0.27439024390243905,22.9,1,jm1
11.0,62335.54,50,0.09090909090909091,39.85,1,jm1
5.0,9716.87,57,0.07142857142857142,41.96,1,jm1
22.0,68604.07,165,0.0684931506849315,24.69,1,jm1
3.0,5128.16,35,0.20833333333333334,47.28,1,jm1
3.0,2177.86,24,0.17647058823529413,52.96,1,jm1
12.0,60836.25,67,0.01639344262295082,36.52,1,jm1
4.0,4867.64,23,0.16666666666666666,52.37,1,jm1
12.0,0.0,74,0.0,57.61,1,jm1
2.0,3144.31,10,0.0,61.01,1,jm1
8.0,13184.02,50,0.325,42.57,1,jm1
9.0,0.0,52,0.0,61.36,1,jm1
2.0,240.91,18,0.5,60.03,1,jm1
12.0,12464.7,31,0.03571428571428571,45.75,1,jm1
12.0,58093.11,94,0.14084507042253522,33.1,1,jm1
1.0,254.27,5,0.0,72.82,1,jm1
6.0,3516.4,19,0.0,53.86,1,jm1
1.0,17.41,4,0.0,79.28,1,jm1
1.0,2130.3,33,0.15384615384615385,47.75,1,jm1
2.0,26321.3,36,0.0,43.07,1,jm1
7.0,9223.07,41,0.32432432432432434,44.36,1,jm1
2.0,5639.63,23,0.0,51.56,1,jm1
88.0,963681.5,591,0.1350293542074364,0.0,1,jm1
1.0,506.68,10,0.0,62.96,1,jm1
1.0,151.35,5,0.0,72.61,1,jm1
2.0,105742.77,115,0.011363636363636364,29.76,1,jm1
16.0,86030.5,113,0.058823529411764705,29.82,1,jm1
3.0,437.85,17,0.0,59.16,1,jm1
52.0,922860.63,200,0.025906735751295335,15.03,1,jm1
2.0,0.0,18,0.0,72.35,1,jm1
4.0,0.0,35,0.0,65.78,1,jm1
22.0,172435.02,84,0.0,31.04,1,jm1
4.0,4134.89,36,0.06666666666666667,47.6,1,jm1
9.0,31253.87,65,0.034482758620689655,38.26,1,jm1
3.0,786.47,9,0.0,64.72,1,jm1
3.0,1103.61,13,0.0,60.48,1,jm1
1.0,134.92,5,0.0,73.04,1,jm1
7.0,2308.02,20,0.0,54.8,1,jm1
6.0,8053.08,30,0.16666666666666666,48.91,1,jm1
5.0,15270.16,45,0.03125,42.81,1,jm1
4.0,1011.33,15,0.0,59.22,1,jm1
14.0,39661.86,107,0.056818181818181816,30.67,1,jm1
8.0,43117.5,54,0.022727272727272728,39.84,1,jm1
20.0,109777.66,112,0.02197802197802198,29.18,1,jm1
46.0,474915.53,246,0.0871559633027523,15.68,1,jm1
8.0,15956.79,48,0.0,42.0,1,jm1
1.0,0.0,18,0.0,72.48,1,jm1
5.0,2239.77,31,0.0,49.94,1,jm1
2.0,1436.69,14,0.0,58.16,1,jm1
2.0,663.06,14,0.25,60.56,1,jm1
5.0,6272.78,34,0.0,46.77,1,jm1
2.0,650.51,16,0.0,58.78,1,jm1
2.0,960.75,21,0.1875,55.65,1,jm1
1.0,79.25,6,0.0,72.38,1,jm1
5.0,4674.11,45,0.11428571428571428,44.37,1,jm1
1.0,23.26,7,0.0,73.09,1,jm1
2.0,6239.78,21,0.0,53.23,1,jm1
1.0,12.0,6,0.0,76.57,1,jm1
2.0,119.59,14,0.5555555555555556,63.52,1,jm1
1.0,12.0,5,0.0,78.29,1,jm1
7.0,20900.88,63,0.1346153846153846,39.47,1,jm1
2.0,597.06,12,0.125,61.5,1,jm1
6.0,0.0,26,0.0,68.33,1,jm1
12.0,19091.41,46,0.38095238095238093,42.76,1,jm1
10.0,13437.64,37,0.3333333333333333,44.87,1,jm1
10.0,4807.35,24,0.0,51.32,1,jm1
6.0,6427.26,36,0.1,46.15,1,jm1
2.0,533.03,14,0.125,61.41,1,jm1
2.0,258.12,12,0.0,63.52,1,jm1
1.0,708.17,8,0.0,65.66,1,jm1
8.0,15501.67,60,0.09803921568627451,39.8,1,jm1
4.0,2751.15,41,0.3103448275862069,47.26,1,jm1
2.0,1283.11,16,0.1,57.67,1,jm1
6.0,9884.43,24,0.0,50.4,1,jm1
5.0,0.0,44,0.0,63.48,1,jm1
48.0,454986.89,367,0.005970149253731343,10.5,1,jm1
5.0,9416.28,29,0.0,48.19,1,jm1
5.0,8599.93,29,0.0,47.46,1,jm1
5.0,3703.65,34,0.0,48.6,1,jm1
6.0,17885.11,49,0.04878048780487805,42.22,1,jm1
4.0,3829.39,33,0.037037037037037035,48.34,1,jm1
5.0,7702.88,41,0.0,44.71,1,jm1
2.0,7483.2,40,0.2,45.31,1,jm1
2.0,4346.47,31,0.17391304347826086,48.85,1,jm1
1.0,31.02,7,0.3333333333333333,73.09,1,jm1
4.0,3045.88,30,0.08695652173913043,50.4,1,jm1
16.0,0.0,51,0.0,60.6,1,jm1
2.0,0.0,22,0.0,70.45,1,jm1
3.0,0.0,35,0.0,65.91,1,jm1
2.0,0.0,33,0.0,66.61,1,jm1
48.0,128628.57,112,0.21904761904761905,25.2,1,jm1
2.0,360.86,13,0.0,60.75,1,jm1
2.0,1405.66,15,0.0,57.9,1,jm1
2.0,329.04,12,0.125,62.37,1,jm1
14.0,42742.56,115,0.039603960396039604,30.49,1,jm1
1.0,576.0,10,0.16666666666666666,63.3,1,jm1
8.0,0.0,44,0.0,63.07,1,jm1
5.0,19030.75,41,0.0,43.55,1,jm1
21.0,172381.62,169,0.014184397163120567,23.84,1,jm1
18.0,84641.27,112,0.010416666666666666,30.2,1,jm1
6.0,42509.17,100,0.0759493670886076,33.14,1,jm1
10.0,50886.21,133,0.3305084745762712,30.26,1,jm1
2.0,3702.86,19,0.0,55.17,1,jm1
2.0,6533.33,19,0.0,54.7,1,jm1
1.0,3751.16,28,0.05555555555555555,50.05,1,jm1
13.0,82494.47,78,0.04285714285714286,33.23,1,jm1
5.0,20985.24,63,0.058823529411764705,39.06,1,jm1
4.0,16814.49,52,0.0,41.19,1,jm1
6.0,12294.54,54,0.05,41.69,1,jm1
7.0,39175.27,96,0.3333333333333333,34.49,1,jm1
28.0,77011.02,123,0.0,27.99,1,jm1
46.0,189170.61,86,0.11594202898550725,26.59,1,jm1
41.0,186362.34,122,0.0,25.76,1,jm1
13.0,0.0,17,0.0,71.41,1,jm1
2.0,969.43,14,0.0,60.27,1,jm1
15.0,0.0,50,0.0,60.92,1,jm1
15.0,0.0,24,0.0,67.87,1,jm1
9.0,35284.28,28,0.0,46.49,1,jm1
3.0,1348.86,16,0.0,58.71,1,jm1
1.0,49.13,5,0.0,75.56,1,jm1
2.0,1051.06,18,0.0,57.72,1,jm1
10.0,9425.91,20,0.0,52.69,1,jm1
11.0,17770.86,60,0.13953488372093023,40.73,1,jm1
8.0,14482.46,23,0.0,50.72,1,jm1
5.0,5096.95,27,0.0,51.13,1,jm1
11.0,0.0,69,0.0,58.41,1,jm1
9.0,23958.35,28,0.0,47.79,1,jm1
10.0,8826.3,14,0.0,55.37,1,jm1
10.0,9525.53,15,0.0,54.65,1,jm1
17.0,0.0,54,0.0,59.92,1,jm1
3.0,5683.8,40,0.0,45.86,1,jm1
12.0,15645.96,78,0.0,36.99,1,jm1
2.0,3314.92,24,0.23529411764705882,52.77,1,jm1
5.0,6717.49,28,0.0,48.88,1,jm1
10.0,5618.88,24,0.0,50.53,1,jm1
5.0,2238.01,24,0.0,52.28,1,jm1
15.0,29575.22,143,0.009345794392523364,28.94,1,jm1
5.0,1038.78,21,0.0,54.55,1,jm1
13.0,9194.84,28,0.0,47.72,1,jm1
3.0,1355.23,24,0.05263157894736842,53.93,1,jm1
1.0,72.0,5,0.0,74.95,1,jm1
31.0,64005.25,107,0.0,29.03,1,jm1
2.0,12079.19,30,0.0,48.0,1,jm1
2.0,14318.8,31,0.0,47.42,1,jm1
2.0,220.18,11,0.0,64.42,1,jm1
2.0,642.29,16,0.0,58.93,1,jm1
3.0,2109.08,22,0.0,54.04,1,jm1
13.0,57786.5,130,0.2358490566037736,29.69,1,jm1
13.0,69470.02,121,0.1568627450980392,30.16,1,jm1
3.0,2970.0,28,0.0,50.39,1,jm1
1.0,2816.03,71,0.2857142857142857,41.35,1,jm1
5.0,12372.78,97,0.2714285714285714,35.36,1,jm1
9.0,15860.19,58,0.13725490196078433,40.16,1,jm1
3.0,5467.5,18,0.0,54.72,1,jm1
19.0,0.0,60,0.0,58.66,1,jm1
2.0,3018.54,16,0.0,56.09,1,jm1
6.0,0.0,87,0.0,56.88,1,jm1
7.0,0.0,129,0.0,53.02,1,jm1
11.0,0.0,76,0.0,57.49,1,jm1
8.0,0.0,83,0.0,57.06,1,jm1
15.0,0.0,125,0.0,52.24,1,jm1
16.0,0.0,129,0.0,51.81,1,jm1
16.0,0.0,128,0.0,51.88,1,jm1
17.0,0.0,130,0.0,51.6,1,jm1
8.0,0.0,92,0.0,56.09,1,jm1
22.0,85162.8,92,0.04819277108433735,30.21,1,jm1
15.0,0.0,70,0.0,57.73,1,jm1
23.0,0.0,90,0.0,54.28,1,jm1
20.0,0.0,68,0.0,57.34,1,jm1
21.0,0.0,89,0.0,54.65,1,jm1
23.0,0.0,97,0.0,53.57,1,jm1
21.0,0.0,83,0.0,55.31,1,jm1
5.0,2487.51,27,0.0,51.81,1,jm1
12.0,0.0,48,0.0,61.71,1,jm1
30.0,210905.61,351,0.3242424242424242,14.95,1,jm1
11.0,15988.59,48,0.022727272727272728,41.58,1,jm1
12.0,0.0,80,0.0,56.87,1,jm1
1.0,49.13,4,0.0,77.68,1,jm1
2.0,580.8,6,0.0,69.14,1,jm1
1.0,700.14,6,0.0,68.57,1,jm1
4.0,1987.63,16,0.0,58.11,1,jm1
1.0,99.66,4,0.0,76.08,1,jm1
4.0,0.0,87,0.0,57.15,1,jm1
10.0,0.0,77,0.0,57.5,1,jm1
7.0,0.0,37,0.0,64.85,1,jm1
6.0,6063.94,27,0.0,50.1,1,jm1
6.0,18255.01,32,0.0,47.15,1,jm1
1.0,700.14,7,0.0,67.11,1,jm1
4.0,2350.22,26,0.0,51.99,1,jm1
3.0,1295.38,13,0.0,59.9,1,jm1
4.0,3817.4,23,0.0,52.82,1,jm1
13.0,0.0,74,0.0,57.48,1,jm1
2.0,0.0,34,0.0,66.32,1,jm1
3.0,0.0,28,0.0,68.03,1,jm1
4.0,3607.05,29,0.17391304347826086,50.16,1,jm1
5.0,1921.82,24,0.0,52.42,1,jm1
5.0,1912.37,23,0.0,52.52,1,jm1
6.0,1217.52,32,0.0,49.83,1,jm1
13.0,0.0,87,0.0,55.94,1,jm1
6.0,8437.37,24,0.0,51.37,1,jm1
3.0,3035.71,21,0.0,55.19,1,jm1
3.0,3817.59,23,0.0,53.64,1,jm1
27.0,102258.81,97,0.03409090909090909,29.75,1,jm1
7.0,25007.5,52,0.0,41.13,1,jm1
15.0,0.0,43,0.0,62.35,1,jm1
12.0,0.0,36,0.0,64.44,1,jm1
10.0,81940.43,126,0.23863636363636365,30.83,1,jm1
11.0,13211.18,45,0.19444444444444445,43.18,1,jm1
2.0,402.59,11,0.0,64.29,1,jm1
1.0,0.0,13,0.0,75.57,1,jm1
8.0,8053.12,35,0.3333333333333333,47.59,1,jm1
1.0,0.0,23,0.0,70.16,1,jm1
1.0,0.0,24,0.0,69.76,1,jm1
5.0,2743.17,26,0.0,51.04,1,jm1
5.0,10748.47,33,0.0,47.06,1,jm1
3.0,3085.52,21,0.0,53.97,1,jm1
1.0,959.45,11,0.0,62.19,1,jm1
2.0,555.43,15,0.0,60.2,1,jm1
29.0,42113.63,38,0.06666666666666667,39.96,1,jm1
17.0,76327.25,187,0.22857142857142856,25.87,1,jm1
4.0,4066.59,34,0.0,47.71,1,jm1
4.0,5485.65,55,0.13953488372093023,41.42,1,jm1
3.0,4153.55,23,0.0,51.24,1,jm1
2.0,528.0,9,0.0,65.04,1,jm1
21.0,70891.35,102,0.1625,29.89,1,jm1
3.0,9126.35,37,0.03333333333333333,45.72,1,jm1
7.0,14320.27,39,0.16666666666666666,44.48,1,jm1
3.0,2434.43,27,0.0,51.41,1,jm1
9.0,83764.27,126,0.12149532710280374,29.72,1,jm1
9.0,0.0,38,0.0,64.33,1,jm1
4.0,1817.13,20,0.0,55.19,1,jm1
6.0,0.0,42,0.0,63.78,1,jm1
16.0,0.0,66,0.0,58.16,1,jm1
5.0,36210.9,71,0.0,36.36,1,jm1
8.0,20028.89,28,0.0,47.06,1,jm1
6.0,7932.88,36,0.0,47.41,1,jm1
3.0,1172.07,49,0.4230769230769231,47.77,1,jm1
1.0,109.62,6,0.0,71.95,1,jm1
2.0,174.36,7,0.0,69.5,1,jm1
19.0,0.0,92,0.0,54.61,1,jm1
5.0,0.0,20,0.0,70.95,1,jm1
3.0,21148.47,27,0.0,48.19,1,jm1
6.0,29523.23,55,0.24489795918367346,40.84,1,jm1
1.0,151.35,8,0.16666666666666666,68.16,1,jm1
3.0,5848.95,26,0.19047619047619047,50.91,1,jm1
4.0,31685.92,55,0.06521739130434782,40.65,1,jm1
2.0,33357.64,69,0.03125,34.42,1,jm1
2.0,155.67,10,0.0,65.35,1,jm1
3.0,6115.74,52,0.34375,42.1,1,jm1
2.0,1524.47,15,0.0,57.87,1,jm1
12.0,135521.39,139,0.23015873015873015,27.44,1,jm1
3.0,2236.6,25,0.0,52.46,1,jm1
1.0,3260.93,14,0.0,57.07,1,jm1
1.0,382.38,8,0.0,65.74,1,jm1
33.0,208853.8,406,0.05333333333333334,12.06,1,jm1
15.0,33676.68,92,0.2625,33.56,1,jm1
9.0,38058.37,69,0.12280701754385964,37.36,1,jm1
1.0,2141.32,87,0.2830188679245283,36.68,1,jm1
1.0,1575.46,58,0.14705882352941177,41.57,1,jm1
1.0,1704.87,64,0.0,39.99,1,jm1
2.0,2790.02,61,0.23684210526315788,40.93,1,jm1
7.0,7439.1,33,0.0,46.85,1,jm1
2.0,632.28,8,0.0,65.96,1,jm1
9.0,32799.55,48,0.0,41.84,1,jm1
3.0,2758.45,26,0.6190476190476191,51.46,1,jm1
3.0,1381.08,7,0.0,65.18,1,jm1
1.0,298.63,11,0.0,64.65,1,jm1
3.0,4034.18,31,0.0,48.48,1,jm1
11.0,12508.38,20,0.0,50.28,1,jm1
7.0,9190.73,20,0.0,51.95,1,jm1
4.0,1876.27,12,0.0,59.44,1,jm1
9.0,12780.35,63,0.5789473684210527,40.52,1,jm1
2.0,1193.92,18,0.07142857142857142,57.28,1,jm1
10.0,7704.33,27,0.0,48.61,1,jm1
2.0,1193.92,17,0.07142857142857142,57.82,1,jm1
